# User Mode 0 Bitstream Sequence
##############################
# Data for QCM_NW
# CMD  ADDRESS      DATA
w      08199081b1c    934a0101
w      08199081b20    93e00101
w      08199081b24    82e006f0
w      08199081b28    44000000
w      08199081b2c    50070490
w      08199081b30    1008ffff
w      08199081b34    101803ff
w      08199081b38    94740101
w      08199081b3c    94690800
w      08199081b40    947f0800
w      08199081b44    1008ffff
w      08199081b48    101803ff
w      08199081b4c    6107047c
w      08199081b50    947f0808
w      08199081b54    94690808
w      08199081b58    94740100
w      08199081b5c    b00040d8
w      08199081b60    44000000
w      08199081b64    50070638
w      08199081b68    1008ff00
w      08199081b6c    10180003
w      08199081b70    200041e8
w      08199081b74    10480004
w      08199081b78    41c006e2
w      08199081b7c    9639ff04
w      08199081b80    963a0300
w      08199081b84    400006e6
w      08199081b88    10480008
w      08199081b8c    41c006e6
w      08199081b90    9639ff08
w      08199081b94    963a0300
w      08199081b98    10410000
w      08199081b9c    104900ff
w      08199081ba0    10480040
w      08199081ba4    41c006ec
w      08199081ba8    3000804f
w      08199081bac    400006ef
w      08199081bb0    10480080
w      08199081bb4    41c006ef
w      08199081bb8    3001004f
w      08199081bbc    1048000c
w      08199081bc0    41c006f3
w      08199081bc4    612706cc
w      08199081bc8    400006f6
w      08199081bcc    200045c8
w      08199081bd0    61270638
w      08199081bd4    96ccff00
w      08199081bd8    44000000
w      08199081bdc    504706c8
w      08199081be0    104affff
w      08199081be4    200009f0
w      08199081be8    44000000
w      08199081bec    504706c8
w      08199081bf0    104affff
w      08199081bf4    44000000
w      08199081bf8    504706c4
w      08199081bfc    104affff
w      08199081c00    200009f0
w      08199081c04    44000000
w      08199081c08    e0000020
w      08199081c0c    e00000a8
w      08199081c10    200009c4
w      08199081c14    34000090
w      08199081c18    44000000
w      08199081c1c    504706c4
w      08199081c20    104affff
w      08199081c24    44000000
w      08199081c28    504706dc
w      08199081c2c    104affff
w      08199081c30    200009f0
w      08199081c34    44000000
w      08199081c38    e0000020
w      08199081c3c    e00000a8
w      08199081c40    200009c1
w      08199081c44    30000090
w      08199081c48    200009c1
w      08199081c4c    44000000
w      08199081c50    504706dc
w      08199081c54    104affff
w      08199081c58    44000000
w      08199081c5c    10100000
w      08199081c60    10410000
w      08199081c64    1049ffff
w      08199081c68    10488000
w      08199081c6c    41c0071e
w      08199081c70    1048ffff
w      08199081c74    34000008
w      08199081c78    e0000001
w      08199081c7c    e0000002
w      08199081c80    10400000
w      08199081c84    1018ffff
w      08199081c88    1008ffff
w      08199081c8c    104affff
w      08199081c90    41d0072b
w      08199081c94    104a0001
w      08199081c98    41d00728
w      08199081c9c    32000001
w      08199081ca0    200045c1
w      08199081ca4    200009e1
w      08199081ca8    40000723
w      08199081cac    44000000
w      08199081cb0    e0000020
w      08199081cb4    e00000a8
w      08199081cb8    200009c1
w      08199081cbc    30000090
w      08199081cc0    200009c2
w      08199081cc4    34000090
w      08199081cc8    44000000
w      08199081ccc    200009c4
w      08199081cd0    44000000
w      08199081cd4    500702e8
w      08199081cd8    200001c8
w      08199081cdc    200001f7
w      08199081ce0    1048ff00
w      08199081ce4    34000040
w      08199081ce8    34000008
w      08199081cec    1048ffff
w      08199081cf0    30000090
w      08199081cf4    44000000
w      08199081cf8    500702e4
w      08199081cfc    200001dc
w      08199081d00    200001fc
w      08199081d04    1048fff8
w      08199081d08    34000040
w      08199081d0c    34000008
w      08199081d10    1048ffff
w      08199081d14    30000090
w      08199081d18    44000000
w      08199081d1c    500702e0
w      08199081d20    200001dc
w      08199081d24    200001fc
w      08199081d28    1048fff8
w      08199081d2c    34000040
w      08199081d30    34000008
w      08199081d34    1048ffff
w      08199081d38    30000090
w      08199081d3c    44000000
w      08199081d40    500702f0
w      08199081d44    200001da
w      08199081d48    200001fa
w      08199081d4c    1048ffe0
w      08199081d50    34000040
w      08199081d54    34000008
w      08199081d58    1048ffff
w      08199081d5c    30000090
w      08199081d60    44000000
w      08199081d64    500702e4
w      08199081d68    200001c8
w      08199081d6c    200001fa
w      08199081d70    1048ffe0
w      08199081d74    34000040
w      08199081d78    34000008
w      08199081d7c    1048ffff
w      08199081d80    30000090
w      08199081d84    44000000
w      08199081d88    500702e0
w      08199081d8c    200001cc
w      08199081d90    200001fc
w      08199081d94    1048fff8
w      08199081d98    34000040
w      08199081d9c    34000008
w      08199081da0    1048ffff
w      08199081da4    30000090
w      08199081da8    44000000
w      08199081dac    500702ec
w      08199081db0    200001c5
w      08199081db4    200001f8
w      08199081db8    1048ff80
w      08199081dbc    34000040
w      08199081dc0    34000008
w      08199081dc4    1048ffff
w      08199081dc8    30000090
w      08199081dcc    44000000
w      08199081dd0    500702e4
w      08199081dd4    200001c1
w      08199081dd8    200001f9
w      08199081ddc    1048ffc0
w      08199081de0    34000040
w      08199081de4    34000008
w      08199081de8    1048ffff
w      08199081dec    30000090
w      08199081df0    44000000
w      08199081df4    500702e0
w      08199081df8    200001d0
w      08199081dfc    200001fc
w      08199081e00    1048fff8
w      08199081e04    34000040
w      08199081e08    34000008
w      08199081e0c    1048ffff
w      08199081e10    30000090
w      08199081e14    44000000
w      08199081e18    500702e4
w      08199081e1c    200001ce
w      08199081e20    200001fb
w      08199081e24    1048fff0
w      08199081e28    34000040
w      08199081e2c    34000008
w      08199081e30    1048ffff
w      08199081e34    30000090
w      08199081e38    44000000
w      08199081e3c    500702e0
w      08199081e40    200001c8
w      08199081e44    200001fc
w      08199081e48    1048fff8
w      08199081e4c    34000040
w      08199081e50    34000008
w      08199081e54    1048ffff
w      08199081e58    30000090
w      08199081e5c    44000000
w      08199081e60    500702ec
w      08199081e64    200001cd
w      08199081e68    200001f7
w      08199081e6c    1048ff00
w      08199081e70    34000040
w      08199081e74    34000008
w      08199081e78    1048ffff
w      08199081e7c    30000090
w      08199081e80    44000000
w      08199081e84    500702e8
w      08199081e88    200001d9
w      08199081e8c    200001f9
w      08199081e90    1048ffc0
w      08199081e94    34000040
w      08199081e98    34000008
w      08199081e9c    1048ffff
w      08199081ea0    30000090
w      08199081ea4    44000000
w      08199081ea8    500702e0
w      08199081eac    200001d4
w      08199081eb0    200001fc
w      08199081eb4    1048fff8
w      08199081eb8    34000040
w      08199081ebc    34000008
w      08199081ec0    1048ffff
w      08199081ec4    30000090
w      08199081ec8    44000000
w      08199081ecc    500702e4
w      08199081ed0    200001d3
w      08199081ed4    200001fb
w      08199081ed8    1048fff0
w      08199081edc    34000040
w      08199081ee0    34000008
w      08199081ee4    1048ffff
w      08199081ee8    30000090
w      08199081eec    44000000
w      08199081ef0    500702e0
w      08199081ef4    200001c4
w      08199081ef8    200001fc
w      08199081efc    1048fff8
w      08199081f00    34000040
w      08199081f04    34000008
w      08199081f08    1048ffff
w      08199081f0c    30000090
w      08199081f10    44000000
w      08199081f14    500702ec
w      08199081f18    200001d6
w      08199081f1c    200001f6
w      08199081f20    1048fe00
w      08199081f24    34000040
w      08199081f28    34000008
w      08199081f2c    1048ffff
w      08199081f30    30000090
w      08199081f34    44000000
w      08199081f38    500702e8
w      08199081f3c    200001d1
w      08199081f40    200001f8
w      08199081f44    1048ff80
w      08199081f48    34000040
w      08199081f4c    34000008
w      08199081f50    1048ffff
w      08199081f54    30000090
w      08199081f58    44000000
w      08199081f5c    500702e0
w      08199081f60    200001d8
w      08199081f64    200001fc
w      08199081f68    1048fff8
w      08199081f6c    34000040
w      08199081f70    34000008
w      08199081f74    1048ffff
w      08199081f78    30000090
w      08199081f7c    44000000
w      08199081f80    10400000
w      08199081f84    1048ffff
w      08199081f88    34000082
w      08199081f8c    44000000
w      08199081f90    500702e4
w      08199081f94    200001d8
w      08199081f98    200001fc
w      08199081f9c    1048fff8
w      08199081fa0    34000040
w      08199081fa4    34000008
w      08199081fa8    1048ffff
w      08199081fac    30000090
w      08199081fb0    44000000
w      08199081fb4    500702e0
w      08199081fb8    200001c0
w      08199081fbc    200001fc
w      08199081fc0    1048fff8
w      08199081fc4    34000040
w      08199081fc8    34000008
w      08199081fcc    1048ffff
w      08199081fd0    30000090
w      08199081fd4    44000000
w      08199081fd8    91851f09
w      08199081fdc    504703e0
w      08199081fe0    104a0008
w      08199081fe4    200049e3
w      08199081fe8    93e00808
w      08199081fec    50270174
w      08199081ff0    10490001
w      08199081ff4    91740101
w      08199081ff8    b000019f
w      08199081ffc    91740202
w      08199082000    91807c00
w      08199082004    91720f09
w      08199082008    9170ff0f
w      0819908200c    9171ff00
w      08199082010    91841f0a
w      08199082014    917cffe0
w      08199082018    917d0101
w      0819908201c    91b68080
w      08199082020    91780101
w      08199082024    82e00188
w      08199082028    91780100
w      0819908202c    91b68000
w      08199082030    10490001
w      08199082034    61270174
w      08199082038    b000019f
w      0819908203c    200009c3
w      08199082040    104a0008
w      08199082044    614703e0
w      08199082048    919c1f0b
w      0819908204c    91987d00
w      08199082050    91a01f09
w      08199082054    91a11f00
w      08199082058    91a3ff0c
w      0819908205c    91a4ff0f
w      08199082060    91a5ff00
w      08199082064    9194ffc0
w      08199082068    91950707
w      0819908206c    91900604
w      08199082070    91b40101
w      08199082074    91900101
w      08199082078    82e001a8
w      0819908207c    91900100
w      08199082080    91b40100
w      08199082084    92811f06
w      08199082088    9282c040
w      0819908208c    92808000
w      08199082090    9281e040
w      08199082094    92807f08
w      08199082098    91b42020
w      0819908209c    92828080
w      081990820a0    82e0028c
w      081990820a4    92828000
w      081990820a8    91b42000
w      081990820ac    930df878
w      081990820b0    930eff00
w      081990820b4    930fff00
w      081990820b8    93181f0b
w      081990820bc    93191f0b
w      081990820c0    931a7e00
w      081990820c4    10400001
w      081990820c8    1048003f
w      081990820cc    502706ec
w      081990820d0    1049000e
w      081990820d4    200045dc
w      081990820d8    200045fd
w      081990820dc    3000044f
w      081990820e0    20000040
w      081990820e4    502706ec
w      081990820e8    10490020
w      081990820ec    41c8083d
w      081990820f0    200001e1
w      081990820f4    34000207
w      081990820f8    200001d9
w      081990820fc    10587e00
w      08199082100    61070318
w      08199082104    931a8080
w      08199082108    930cff50
w      0819908210c    930d0300
w      08199082110    931b8000
w      08199082114    9319e000
w      08199082118    91b54040
w      0819908211c    931b0101
w      08199082120    82e0033c
w      08199082124    931b0100
w      08199082128    91b54000
w      0819908212c    930df878
w      08199082130    930eff00
w      08199082134    930fff00
w      08199082138    93181f0d
w      0819908213c    93191f0b
w      08199082140    931a7e00
w      08199082144    10400001
w      08199082148    1048003f
w      0819908214c    502706ec
w      08199082150    1049000e
w      08199082154    200045dc
w      08199082158    200045fd
w      0819908215c    3000044f
w      08199082160    20000040
w      08199082164    502706ec
w      08199082168    10490020
w      0819908216c    41c8085d
w      08199082170    200001e1
w      08199082174    34000207
w      08199082178    200001d9
w      0819908217c    10587e00
w      08199082180    61070318
w      08199082184    931a8080
w      08199082188    930cff50
w      0819908218c    930d0300
w      08199082190    931b8000
w      08199082194    9319e000
w      08199082198    91b54040
w      0819908219c    931b0101
w      081990821a0    82e0033c
w      081990821a4    931b0100
w      081990821a8    91b54000
w      081990821ac    930df878
w      081990821b0    930eff00
w      081990821b4    930fff00
w      081990821b8    93181f0e
w      081990821bc    93191f0b
w      081990821c0    931a7e00
w      081990821c4    10400001
w      081990821c8    1048003f
w      081990821cc    502706ec
w      081990821d0    1049000e
w      081990821d4    200045dc
w      081990821d8    200045fd
w      081990821dc    3000044f
w      081990821e0    20000040
w      081990821e4    502706ec
w      081990821e8    10490020
w      081990821ec    41c8087d
w      081990821f0    200001e1
w      081990821f4    34000207
w      081990821f8    200001d9
w      081990821fc    10587e00
w      08199082200    61070318
w      08199082204    931a8080
w      08199082208    930cff50
w      0819908220c    930d0300
w      08199082210    931b8000
w      08199082214    9319e000
w      08199082218    91b54040
w      0819908221c    931b0101
w      08199082220    82e0033c
w      08199082224    931b0100
w      08199082228    91b54000
w      0819908222c    44000000
w      08199082230    91851f09
w      08199082234    504703e0
w      08199082238    104a0008
w      0819908223c    200049e3
w      08199082240    93e00808
w      08199082244    50270174
w      08199082248    10490001
w      0819908224c    91740101
w      08199082250    b000019f
w      08199082254    91740202
w      08199082258    91807c00
w      0819908225c    91720f09
w      08199082260    9170ff0f
w      08199082264    9171ff00
w      08199082268    91841f0a
w      0819908226c    917cffe0
w      08199082270    917d0101
w      08199082274    91b68080
w      08199082278    91780101
w      0819908227c    82e00188
w      08199082280    91780100
w      08199082284    91b68000
w      08199082288    10490001
w      0819908228c    61270174
w      08199082290    b000019f
w      08199082294    200009c3
w      08199082298    104a0008
w      0819908229c    614703e0
w      081990822a0    919c1f0b
w      081990822a4    91987d00
w      081990822a8    91a01f09
w      081990822ac    91a11f00
w      081990822b0    91a3ff0c
w      081990822b4    91a4ff0f
w      081990822b8    91a5ff00
w      081990822bc    9194ffc0
w      081990822c0    91950707
w      081990822c4    91900604
w      081990822c8    91b40101
w      081990822cc    91900101
w      081990822d0    82e001a8
w      081990822d4    91900100
w      081990822d8    91b40100
w      081990822dc    92811f07
w      081990822e0    9282c040
w      081990822e4    92808000
w      081990822e8    9281e040
w      081990822ec    92807f08
w      081990822f0    91b42020
w      081990822f4    92828080
w      081990822f8    82e0028c
w      081990822fc    92828000
w      08199082300    91b42000
w      08199082304    930df878
w      08199082308    930eff00
w      0819908230c    930fff00
w      08199082310    93181f0b
w      08199082314    93191f0b
w      08199082318    931a7e00
w      0819908231c    10400001
w      08199082320    1048003f
w      08199082324    502706ec
w      08199082328    1049000e
w      0819908232c    200045dc
w      08199082330    200045fd
w      08199082334    3000044f
w      08199082338    20000040
w      0819908233c    502706ec
w      08199082340    10490020
w      08199082344    41c808d3
w      08199082348    200001e1
w      0819908234c    34000207
w      08199082350    200001d9
w      08199082354    10587e00
w      08199082358    61070318
w      0819908235c    931a8080
w      08199082360    930cff50
w      08199082364    930d0300
w      08199082368    931b8000
w      0819908236c    9319e000
w      08199082370    91b54040
w      08199082374    931b0101
w      08199082378    82e0033c
w      0819908237c    931b0100
w      08199082380    91b54000
w      08199082384    930df878
w      08199082388    930eff00
w      0819908238c    930fff00
w      08199082390    93181f0d
w      08199082394    93191f0b
w      08199082398    931a7e00
w      0819908239c    10400001
w      081990823a0    1048003f
w      081990823a4    502706ec
w      081990823a8    1049000e
w      081990823ac    200045dc
w      081990823b0    200045fd
w      081990823b4    3000044f
w      081990823b8    20000040
w      081990823bc    502706ec
w      081990823c0    10490020
w      081990823c4    41c808f3
w      081990823c8    200001e1
w      081990823cc    34000207
w      081990823d0    200001d9
w      081990823d4    10587e00
w      081990823d8    61070318
w      081990823dc    931a8080
w      081990823e0    930cff50
w      081990823e4    930d0300
w      081990823e8    931b8000
w      081990823ec    9319e000
w      081990823f0    91b54040
w      081990823f4    931b0101
w      081990823f8    82e0033c
w      081990823fc    931b0100
w      08199082400    91b54000
w      08199082404    930df878
w      08199082408    930eff00
w      0819908240c    930fff00
w      08199082410    93181f0e
w      08199082414    93191f0b
w      08199082418    931a7e00
w      0819908241c    10400001
w      08199082420    1048003f
w      08199082424    502706ec
w      08199082428    1049000e
w      0819908242c    200045dc
w      08199082430    200045fd
w      08199082434    3000044f
w      08199082438    20000040
w      0819908243c    502706ec
w      08199082440    10490020
w      08199082444    41c80913
w      08199082448    200001e1
w      0819908244c    34000207
w      08199082450    200001d9
w      08199082454    10587e00
w      08199082458    61070318
w      0819908245c    931a8080
w      08199082460    930cff50
w      08199082464    930d0300
w      08199082468    931b8000
w      0819908246c    9319e000
w      08199082470    91b54040
w      08199082474    931b0101
w      08199082478    82e0033c
w      0819908247c    931b0100
w      08199082480    91b54000
w      08199082484    44000000
w      08199082488    91851f0b
w      0819908248c    504703e0
w      08199082490    104a0008
w      08199082494    200049e3
w      08199082498    93e00808
w      0819908249c    50270174
w      081990824a0    10490001
w      081990824a4    91740101
w      081990824a8    b000019f
w      081990824ac    91740202
w      081990824b0    91807c00
w      081990824b4    91720f09
w      081990824b8    9170ff0f
w      081990824bc    9171ff00
w      081990824c0    91841f0a
w      081990824c4    917cffe0
w      081990824c8    917d0101
w      081990824cc    91b68080
w      081990824d0    91780101
w      081990824d4    82e00188
w      081990824d8    91780100
w      081990824dc    91b68000
w      081990824e0    10490001
w      081990824e4    61270174
w      081990824e8    b000019f
w      081990824ec    200009c3
w      081990824f0    104a0008
w      081990824f4    614703e0
w      081990824f8    919c1f0d
w      081990824fc    91987d00
w      08199082500    91a01f09
w      08199082504    91a11f00
w      08199082508    91a3ff0c
w      0819908250c    91a4ff0f
w      08199082510    91a5ff00
w      08199082514    9194ffc0
w      08199082518    91950707
w      0819908251c    91900604
w      08199082520    91b40101
w      08199082524    91900101
w      08199082528    82e001a8
w      0819908252c    91900100
w      08199082530    91b40100
w      08199082534    92811f08
w      08199082538    9282c040
w      0819908253c    92808000
w      08199082540    9281e040
w      08199082544    92807f08
w      08199082548    91b42020
w      0819908254c    92828080
w      08199082550    82e0028c
w      08199082554    92828000
w      08199082558    91b42000
w      0819908255c    930df8f8
w      08199082560    930effff
w      08199082564    930fffef
w      08199082568    93181f0a
w      0819908256c    93191f0b
w      08199082570    931a7e00
w      08199082574    10400001
w      08199082578    1048003f
w      0819908257c    502706ec
w      08199082580    1049000e
w      08199082584    200045dc
w      08199082588    200045fd
w      0819908258c    3000044f
w      08199082590    20000040
w      08199082594    502706ec
w      08199082598    10490020
w      0819908259c    41c80969
w      081990825a0    200001e1
w      081990825a4    34000207
w      081990825a8    200001d9
w      081990825ac    10587e00
w      081990825b0    61070318
w      081990825b4    931a8080
w      081990825b8    930cff50
w      081990825bc    930d0300
w      081990825c0    931b8000
w      081990825c4    9319e000
w      081990825c8    91b54040
w      081990825cc    931b0101
w      081990825d0    82e0033c
w      081990825d4    931b0100
w      081990825d8    91b54000
w      081990825dc    930df8f8
w      081990825e0    930effff
w      081990825e4    930fffc7
w      081990825e8    93181f0a
w      081990825ec    93191f0b
w      081990825f0    931a7e00
w      081990825f4    10400001
w      081990825f8    1048003f
w      081990825fc    502706ec
w      08199082600    1049000e
w      08199082604    200045dc
w      08199082608    200045fd
w      0819908260c    3000044f
w      08199082610    20000040
w      08199082614    502706ec
w      08199082618    10490020
w      0819908261c    41c80989
w      08199082620    200001e1
w      08199082624    34000207
w      08199082628    200001d9
w      0819908262c    10587e00
w      08199082630    61070318
w      08199082634    931a8080
w      08199082638    930cff50
w      0819908263c    930d0300
w      08199082640    931b8000
w      08199082644    9319e000
w      08199082648    91b54040
w      0819908264c    931b0101
w      08199082650    82e0033c
w      08199082654    931b0100
w      08199082658    91b54000
w      0819908265c    930df8f8
w      08199082660    930effff
w      08199082664    930fff83
w      08199082668    93181f0b
w      0819908266c    93191f0b
w      08199082670    931a7e00
w      08199082674    10400001
w      08199082678    1048003f
w      0819908267c    502706ec
w      08199082680    1049000e
w      08199082684    200045dc
w      08199082688    200045fd
w      0819908268c    3000044f
w      08199082690    20000040
w      08199082694    502706ec
w      08199082698    10490020
w      0819908269c    41c809a9
w      081990826a0    200001e1
w      081990826a4    34000207
w      081990826a8    200001d9
w      081990826ac    10587e00
w      081990826b0    61070318
w      081990826b4    931a8080
w      081990826b8    930cff50
w      081990826bc    930d0300
w      081990826c0    931b8000
w      081990826c4    9319e000
w      081990826c8    91b54040
w      081990826cc    931b0101
w      081990826d0    82e0033c
w      081990826d4    931b0100
w      081990826d8    91b54000
w      081990826dc    930df8f8
w      081990826e0    930effff
w      081990826e4    930fff01
w      081990826e8    93181f0b
w      081990826ec    93191f0b
w      081990826f0    931a7e00
w      081990826f4    10400001
w      081990826f8    1048003f
w      081990826fc    502706ec
w      08199082700    1049000e
w      08199082704    200045dc
w      08199082708    200045fd
w      0819908270c    3000044f
w      08199082710    20000040
w      08199082714    502706ec
w      08199082718    10490020
w      0819908271c    41c809c9
w      08199082720    200001e1
w      08199082724    34000207
w      08199082728    200001d9
w      0819908272c    10587e00
w      08199082730    61070318
w      08199082734    931a8080
w      08199082738    930cff50
w      0819908273c    930d0300
w      08199082740    931b8000
w      08199082744    9319e000
w      08199082748    91b54040
w      0819908274c    931b0101
w      08199082750    82e0033c
w      08199082754    931b0100
w      08199082758    91b54000
w      0819908275c    930df878
w      08199082760    930eff00
w      08199082764    930fff00
w      08199082768    93181f0b
w      0819908276c    93191f0b
w      08199082770    931a7e00
w      08199082774    10400001
w      08199082778    1048003f
w      0819908277c    502706ec
w      08199082780    1049000e
w      08199082784    200045dc
w      08199082788    200045fd
w      0819908278c    3000044f
w      08199082790    20000040
w      08199082794    502706ec
w      08199082798    10490020
w      0819908279c    41c809e9
w      081990827a0    200001e1
w      081990827a4    34000207
w      081990827a8    200001d9
w      081990827ac    10587e00
w      081990827b0    61070318
w      081990827b4    931a8080
w      081990827b8    930cff50
w      081990827bc    930d0300
w      081990827c0    931b8000
w      081990827c4    9319e000
w      081990827c8    91b54040
w      081990827cc    931b0101
w      081990827d0    82e0033c
w      081990827d4    931b0100
w      081990827d8    91b54000
w      081990827dc    930df878
w      081990827e0    930eff00
w      081990827e4    930fff00
w      081990827e8    93181f0d
w      081990827ec    93191f0b
w      081990827f0    931a7e00
w      081990827f4    10400001
w      081990827f8    1048003f
w      081990827fc    502706ec
w      08199082800    1049000e
w      08199082804    200045dc
w      08199082808    200045fd
w      0819908280c    3000044f
w      08199082810    20000040
w      08199082814    502706ec
w      08199082818    10490020
w      0819908281c    41c80a09
w      08199082820    200001e1
w      08199082824    34000207
w      08199082828    200001d9
w      0819908282c    10587e00
w      08199082830    61070318
w      08199082834    931a8080
w      08199082838    930cff50
w      0819908283c    930d0300
w      08199082840    931b8000
w      08199082844    9319e000
w      08199082848    91b54040
w      0819908284c    931b0101
w      08199082850    82e0033c
w      08199082854    931b0100
w      08199082858    91b54000
w      0819908285c    930df878
w      08199082860    930eff00
w      08199082864    930fff00
w      08199082868    93181f0e
w      0819908286c    93191f0b
w      08199082870    931a7e00
w      08199082874    10400001
w      08199082878    1048003f
w      0819908287c    502706ec
w      08199082880    1049000e
w      08199082884    200045dc
w      08199082888    200045fd
w      0819908288c    3000044f
w      08199082890    20000040
w      08199082894    502706ec
w      08199082898    10490020
w      0819908289c    41c80a29
w      081990828a0    200001e1
w      081990828a4    34000207
w      081990828a8    200001d9
w      081990828ac    10587e00
w      081990828b0    61070318
w      081990828b4    931a8080
w      081990828b8    930cff50
w      081990828bc    930d0300
w      081990828c0    931b8000
w      081990828c4    9319e000
w      081990828c8    91b54040
w      081990828cc    931b0101
w      081990828d0    82e0033c
w      081990828d4    931b0100
w      081990828d8    91b54000
w      081990828dc    44000000
w      081990828e0    50270490
w      081990828e4    1009ffff
w      081990828e8    101903ff
w      081990828ec    10500020
w      081990828f0    1018ffff
w      081990828f4    1008ffff
w      081990828f8    30000008
w      081990828fc    94740101
w      08199082900    94690800
w      08199082904    947f0800
w      08199082908    1008ffff
w      0819908290c    101803ff
w      08199082910    6107047c
w      08199082914    947f0808
w      08199082918    94690808
w      0819908291c    94740100
w      08199082920    b00040d8
w      08199082924    44000000
w      08199082928    934a0100
w      0819908292c    93e00100
w      08199082930    44000000
w      08199082934    93f08000
w      08199082938    91b62020
w      0819908293c    93f16000
w      08199082940    9404ffc0
w      08199082944    9405ffc1
w      08199082948    9406ff83
w      0819908294c    94070700
w      08199082950    9408ff40
w      08199082954    94090100
w      08199082958    93f04040
w      0819908295c    93f04000
w      08199082960    91b62000
w      08199082964    93f2c040
w      08199082968    93f02000
w      0819908296c    93f23f00
w      08199082970    10400001
w      08199082974    1048003f
w      08199082978    502706ec
w      0819908297c    1049000e
w      08199082980    200045dc
w      08199082984    200045fd
w      08199082988    3000044f
w      0819908298c    20000040
w      08199082990    502706ec
w      08199082994    10490020
w      08199082998    41c80a68
w      0819908299c    200001e1
w      081990829a0    34000207
w      081990829a4    200001d8
w      081990829a8    10583f00
w      081990829ac    610703f0
w      081990829b0    50070298
w      081990829b4    10480003
w      081990829b8    42000a78
w      081990829bc    940c3f18
w      081990829c0    940d3f38
w      081990829c4    940e3f08
w      081990829c8    940f3f28
w      081990829cc    94103f18
w      081990829d0    94113f38
w      081990829d4    94123f08
w      081990829d8    94133f28
w      081990829dc    40000a80
w      081990829e0    940c3f1c
w      081990829e4    940d3f3c
w      081990829e8    940e3f04
w      081990829ec    940f3f24
w      081990829f0    94103f14
w      081990829f4    94113f34
w      081990829f8    94123f0c
w      081990829fc    94133f2c
w      08199082a00    93f12020
w      08199082a04    44000000
w      08199082a08    94548000
w      08199082a0c    91b60404
w      08199082a10    9456c000
w      08199082a14    9440ffdf
w      08199082a18    9441ff01
w      08199082a1c    9442ff84
w      08199082a20    94430700
w      08199082a24    94544040
w      08199082a28    94544000
w      08199082a2c    91b60400
w      08199082a30    94556020
w      08199082a34    94542000
w      08199082a38    94563f00
w      08199082a3c    10400001
w      08199082a40    1048003f
w      08199082a44    502706ec
w      08199082a48    1049000e
w      08199082a4c    200045dc
w      08199082a50    200045fd
w      08199082a54    3000044f
w      08199082a58    20000040
w      08199082a5c    502706ec
w      08199082a60    10490020
w      08199082a64    41c80a9b
w      08199082a68    200001e1
w      08199082a6c    34000207
w      08199082a70    200001d8
w      08199082a74    10583f00
w      08199082a78    61070454
w      08199082a7c    94564040
w      08199082a80    44000000
w      08199082a84    931a0100
w      08199082a88    91b54040
w      08199082a8c    930d0202
w      08199082a90    930d0604
w      08199082a94    930d0400
w      08199082a98    91b54000
w      08199082a9c    44000000
w      08199082aa0    91b42020
w      08199082aa4    92707f00
w      08199082aa8    926d0202
w      08199082aac    92812020
w      08199082ab0    92812000
w      08199082ab4    926d0200
w      08199082ab8    91b42000
w      08199082abc    44000000
w      08199082ac0    918c0100
w      08199082ac4    91b40101
w      08199082ac8    918cfe1e
w      08199082acc    918d0f08
w      08199082ad0    918c0101
w      08199082ad4    918c0100
w      08199082ad8    91b40100
w      08199082adc    44000000
w      08199082ae0    916c0100
w      08199082ae4    91b68080
w      08199082ae8    916c1f0f
w      08199082aec    916c0100
w      08199082af0    91b68000
w      08199082af4    44000000
w      08199082af8    500706cc
w      08199082afc    104800ff
w      08199082b00    41c00ac5
w      08199082b04    200041c8
w      08199082b08    61070638
w      08199082b0c    96ccff00
w      08199082b10    40001065
w      08199082b14    9639ff00
w      08199082b18    963a0300
w      08199082b1c    f0000ab8
w      08199082b20    f0000ab0
w      08199082b24    f0000aa8
w      08199082b28    f0000aa1
w      08199082b2c    f0000a82
w      08199082b30    f0000a4d
w      08199082b34    f0000a4a
w      08199082b38    f0000a38
w      08199082b3c    500706d4
w      08199082b40    1048f000
w      08199082b44    34000007
w      08199082b48    42000df8
w      08199082b4c    50070208
w      08199082b50    10480001
w      08199082b54    41c00ad9
w      08199082b58    f0000922
w      08199082b5c    f000088c
w      08199082b60    40000df6
w      08199082b64    91b40202
w      08199082b68    91cc1f01
w      08199082b6c    91cc0100
w      08199082b70    91b40200
w      08199082b74    10450000
w      08199082b78    101d07ff
w      08199082b7c    100dfff8
w      08199082b80    61a704d4
w      08199082b84    42280ae4
w      08199082b88    f0000922
w      08199082b8c    40000ae5
w      08199082b90    f00007f6
w      08199082b94    9322f000
w      08199082b98    93230300
w      08199082b9c    10420000
w      08199082ba0    104affff
w      08199082ba4    f00007ed
w      08199082ba8    f00007e4
w      08199082bac    f00007e0
w      08199082bb0    f00007d7
w      08199082bb4    f00007ce
w      08199082bb8    f00007c5
w      08199082bbc    614706dc
w      08199082bc0    10420000
w      08199082bc4    104affff
w      08199082bc8    f00007bc
w      08199082bcc    f00007b3
w      08199082bd0    f00007e0
w      08199082bd4    f00007aa
w      08199082bd8    f00007a1
w      08199082bdc    f0000798
w      08199082be0    200049d0
w      08199082be4    614706dc
w      08199082be8    10420000
w      08199082bec    104affff
w      08199082bf0    f000078f
w      08199082bf4    f0000786
w      08199082bf8    f00007e0
w      08199082bfc    f000077d
w      08199082c00    f0000774
w      08199082c04    f000076b
